"timeframe","Geo2010","TotPop","geo2010_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","ucounty","indc"
2000,"MD Tract 033 8012.10",".",24033801210,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",18,25,44,"Prince George's",0
2000,"MD Tract 033 8012.11",".",24033801211,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",18,25,44,"Prince George's",0
2000,"MD Tract 033 8012.12",".",24033801212,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.6,8.5,28,"Prince George's",0
2000,"MD Tract 033 8012.13",".",24033801213,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.6,8.6,28,"Prince George's",0
2000,"MD Tract 033 8012.14",".",24033801214,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",38,38,39,"Prince George's",0
2000,"MD Tract 033 8012.15",".",24033801215,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",38,38,39,"Prince George's",0
2000,"MD Tract 033 8012.16",".",24033801216,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.3,12,21,"Prince George's",0
2000,"MD Tract 033 8012.17",".",24033801217,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.3,12,21,"Prince George's",0
2000,"MD Tract 033 8013.02",".",24033801302,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",22,9.9,42,"Prince George's",0
2000,"MD Tract 033 8013.05",".",24033801305,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",11,4.9,15,"Prince George's",0
2000,"MD Tract 033 8013.07",".",24033801307,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",25,-0.7,153,"Prince George's",0
2000,"MD Tract 033 8013.08",".",24033801308,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-14,-11,20,"Prince George's",0
2000,"MD Tract 033 8013.09",".",24033801309,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-12,-30,105,"Prince George's",0
2000,"MD Tract 033 8013.10",".",24033801310,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",26,26,57,"Prince George's",0
2000,"MD Tract 033 8013.11",".",24033801311,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",26,26,57,"Prince George's",0
2000,"MD Tract 033 8013.12",".",24033801312,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",30,32,85,"Prince George's",0
2000,"MD Tract 033 8013.13",".",24033801313,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",30,32,85,"Prince George's",0
2000,"MD Tract 033 8014.04",".",24033801404,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",3.2,8.1,42,"Prince George's",0
2000,"MD Tract 033 8014.05",".",24033801405,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",3.4,13,9.1,"Prince George's",0
2000,"MD Tract 033 8014.06",".",24033801406,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",13,15,35,"Prince George's",0
2000,"MD Tract 033 8014.07",".",24033801407,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",14,30,77,"Prince George's",0
2000,"MD Tract 033 8014.08",".",24033801408,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-2.4,6.3,36,"Prince George's",0
2000,"MD Tract 033 8014.09",".",24033801409,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-2.4,6.3,36,"Prince George's",0
2000,"MD Tract 033 8014.10",".",24033801410,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-0.6,-0.3,81,"Prince George's",0
2000,"MD Tract 033 8014.11",".",24033801411,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-0.6,-0.3,81,"Prince George's",0
2000,"MD Tract 033 8015",".",24033801500,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-8.8,-3.3,23,"Prince George's",0
2000,"MD Tract 033 8016",".",24033801600,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-18,-9.2,123,"Prince George's",0
2000,"MD Tract 033 8017.01",".",24033801701,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.1,22,-9.0,"Prince George's",0
2000,"MD Tract 033 8017.02",".",24033801702,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",33,99,-2.4,"Prince George's",0
2000,"MD Tract 033 8017.04",".",24033801704,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-9.0,-10,-2.0,"Prince George's",0
2000,"MD Tract 033 8017.06",".",24033801706,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-9.8,-13,23,"Prince George's",0
2000,"MD Tract 033 8017.07",".",24033801707,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-4.5,0.3,20,"Prince George's",0
2000,"MD Tract 033 8017.08",".",24033801708,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",3.6,0.4,39,"Prince George's",0
2000,"MD Tract 033 8018.01",".",24033801801,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-7.4,12,25,"Prince George's",0
2000,"MD Tract 033 8018.02",".",24033801802,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-6.6,3.2,-17,"Prince George's",0
2000,"MD Tract 033 8018.04",".",24033801804,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-1.3,-1.7,12,"Prince George's",0
2000,"MD Tract 033 8018.05",".",24033801805,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-8.1,-11,89,"Prince George's",0
2000,"MD Tract 033 8018.07",".",24033801807,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-6.4,11,-14,"Prince George's",0
2000,"MD Tract 033 8018.08",".",24033801808,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",5.6,39,30,"Prince George's",0
2000,"MD Tract 033 8019.01",".",24033801901,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-2.8,4.7,18,"Prince George's",0
2000,"MD Tract 033 8019.04",".",24033801904,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-2.8,7.2,17,"Prince George's",0
2000,"MD Tract 033 8019.05",".",24033801905,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.9,10,18,"Prince George's",0
2000,"MD Tract 033 8019.06",".",24033801906,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-9.1,2.6,-7.5,"Prince George's",0
2000,"MD Tract 033 8019.07",".",24033801907,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",17,38,16,"Prince George's",0
2000,"MD Tract 033 8019.08",".",24033801908,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",17,38,16,"Prince George's",0
2000,"MD Tract 033 8020.01",".",24033802001,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-3.2,6.2,-2.1,"Prince George's",0
2000,"MD Tract 033 8020.02",".",24033802002,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",4.3,24,-5.0,"Prince George's",0
2000,"MD Tract 033 8021.03",".",24033802103,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",26,48,-12,"Prince George's",0
2000,"MD Tract 033 8021.04",".",24033802104,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",5.2,28,4.1,"Prince George's",0
2000,"MD Tract 033 8021.06",".",24033802106,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",11,29,35,"Prince George's",0
2000,"MD Tract 033 8021.07",".",24033802107,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",11,29,35,"Prince George's",0
2000,"MD Tract 033 8022.01",".",24033802201,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-9.7,-14,23,"Prince George's",0
2000,"MD Tract 033 8022.03",".",24033802203,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-7.4,-11,-4.0,"Prince George's",0
2000,"MD Tract 033 8022.04",".",24033802204,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.0,27,88,"Prince George's",0
2000,"MD Tract 033 8023.01",".",24033802301,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-12,0.0,-27,"Prince George's",0
2000,"MD Tract 033 8024.04",".",24033802404,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-5.5,7.2,7.2,"Prince George's",0
2000,"MD Tract 033 8024.05",".",24033802405,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.1,5.2,54,"Prince George's",0
2000,"MD Tract 033 8024.06",".",24033802406,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-16,-6.8,-23,"Prince George's",0
2000,"MD Tract 033 8024.07",".",24033802407,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",15,52,11,"Prince George's",0
2000,"MD Tract 033 8024.08",".",24033802408,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",15,52,11,"Prince George's",0
2000,"MD Tract 033 8025.01",".",24033802501,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",4.2,5.1,37,"Prince George's",0
2000,"MD Tract 033 8025.02",".",24033802502,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",4.6,17,25,"Prince George's",0
2000,"MD Tract 033 8026",".",24033802600,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-17,-22,26,"Prince George's",0
2000,"MD Tract 033 8027",".",24033802700,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-8.1,-9.4,66,"Prince George's",0
2000,"MD Tract 033 8028.03",".",24033802803,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",25,33,11,"Prince George's",0
2000,"MD Tract 033 8028.04",".",24033802804,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-4.2,-3.1,67,"Prince George's",0
2000,"MD Tract 033 8028.05",".",24033802805,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-0.3,14,113,"Prince George's",0
2000,"MD Tract 033 8029.01",".",24033802901,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-5.0,8.0,20,"Prince George's",0
2000,"MD Tract 033 8030.01",".",24033803001,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",21,39,-15,"Prince George's",0
2000,"MD Tract 033 8030.02",".",24033803002,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-1.2,17,72,"Prince George's",0
2000,"MD Tract 033 8031",".",24033803100,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-5.5,13,-28,"Prince George's",0
2000,"MD Tract 033 8032",".",24033803200,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-9.7,-7.4,140,"Prince George's",0
2000,"MD Tract 033 8033",".",24033803300,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.4,6.4,65,"Prince George's",0
2000,"MD Tract 033 8034.01",".",24033803401,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-22,-13,317,"Prince George's",0
2000,"MD Tract 033 8034.02",".",24033803402,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-9.1,-17,30,"Prince George's",0
2000,"MD Tract 033 8035.08",".",24033803508,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",22,40,20,"Prince George's",0
2000,"MD Tract 033 8035.09",".",24033803509,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-36,-39,83,"Prince George's",0
2000,"MD Tract 033 8035.12",".",24033803512,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-25,-34,58,"Prince George's",0
2000,"MD Tract 033 8035.13",".",24033803513,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",12,13,55,"Prince George's",0
2000,"MD Tract 033 8035.14",".",24033803514,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",137,127,45,"Prince George's",0
2000,"MD Tract 033 8035.16",".",24033803516,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",35,58,-26,"Prince George's",0
2000,"MD Tract 033 8035.19",".",24033803519,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",127,141,48,"Prince George's",0
2000,"MD Tract 033 8035.20",".",24033803520,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",68,62,437,"Prince George's",0
2000,"MD Tract 033 8035.21",".",24033803521,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",68,62,437,"Prince George's",0
2000,"MD Tract 033 8035.22",".",24033803522,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",90,113,-35,"Prince George's",0
2000,"MD Tract 033 8035.23",".",24033803523,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",90,113,-35,"Prince George's",0
2000,"MD Tract 033 8035.24",".",24033803524,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",56,82,78,"Prince George's",0
2000,"MD Tract 033 8035.25",".",24033803525,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",56,82,78,"Prince George's",0
2000,"MD Tract 033 8035.26",".",24033803526,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",13,31,76,"Prince George's",0
2000,"MD Tract 033 8035.27",".",24033803527,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",13,31,76,"Prince George's",0
2000,"MD Tract 033 8036.01",".",24033803601,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",52,62,30,"Prince George's",0
2000,"MD Tract 033 8036.02",".",24033803602,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-11,5.7,149,"Prince George's",0
2000,"MD Tract 033 8036.05",".",24033803605,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",11,23,6.7,"Prince George's",0
2000,"MD Tract 033 8036.06",".",24033803606,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.4,40,10,"Prince George's",0
2000,"MD Tract 033 8036.07",".",24033803607,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",32,32,56,"Prince George's",0
2000,"MD Tract 033 8036.08",".",24033803608,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",7.0,19,44,"Prince George's",0
2000,"MD Tract 033 8036.10",".",24033803610,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",9.8,22,23,"Prince George's",0
2000,"MD Tract 033 8036.12",".",24033803612,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-7.4,13,25,"Prince George's",0
2000,"MD Tract 033 8036.13",".",24033803613,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-13,-3.8,21,"Prince George's",0
2000,"MD Tract 033 8037",".",24033803700,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-0.8,23,-30,"Prince George's",0
2000,"MD Tract 033 8038.01",".",24033803801,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-8.1,-3.6,-10,"Prince George's",0
2000,"MD Tract 033 8038.03",".",24033803803,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",24,39,51,"Prince George's",0
2000,"MD Tract 033 8039",".",24033803900,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",16,35,-26,"Prince George's",0
2000,"MD Tract 033 8040.01",".",24033804001,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-14,-13,57,"Prince George's",0
2000,"MD Tract 033 8040.02",".",24033804002,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.8,28,-11,"Prince George's",0
2000,"MD Tract 033 8041.01",".",24033804101,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",9.4,9.2,-30,"Prince George's",0
2000,"MD Tract 033 8041.02",".",24033804102,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-3.7,8.5,13,"Prince George's",0
2000,"MD Tract 033 8042",".",24033804200,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-4.0,5.3,-24,"Prince George's",0
2000,"MD Tract 033 8043",".",24033804300,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.8,-0.3,-28,"Prince George's",0
2000,"MD Tract 033 8044",".",24033804400,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-3.7,-3.3,-10,"Prince George's",0
2000,"MD Tract 033 8046",".",24033804600,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-3.8,8.6,-25,"Prince George's",0
2000,"MD Tract 033 8047",".",24033804700,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.4,4.1,-35,"Prince George's",0
2000,"MD Tract 033 8048.01",".",24033804801,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",9.3,55,-32,"Prince George's",0
2000,"MD Tract 033 8048.02",".",24033804802,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",9.3,55,-32,"Prince George's",0
2000,"MD Tract 033 8049",".",24033804900,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.2,-9.0,74,"Prince George's",0
2000,"MD Tract 033 8050",".",24033805000,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",6.8,24,14,"Prince George's",0
2000,"MD Tract 033 8051.01",".",24033805101,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-0.1,-11,37,"Prince George's",0
2000,"MD Tract 033 8052.01",".",24033805201,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",13,34,-4.7,"Prince George's",0
2000,"MD Tract 033 8052.02",".",24033805202,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",6.9,-3.5,-13,"Prince George's",0
2000,"MD Tract 033 8055",".",24033805500,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.6,43,-39,"Prince George's",0
2000,"MD Tract 033 8056.01",".",24033805601,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",16,14,-46,"Prince George's",0
2000,"MD Tract 033 8056.02",".",24033805602,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",7.7,19,-34,"Prince George's",0
2000,"MD Tract 033 8057",".",24033805700,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",15,26,-0.1,"Prince George's",0
2000,"MD Tract 033 8058.01",".",24033805801,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",7.8,1.5,11,"Prince George's",0
2000,"MD Tract 033 8058.02",".",24033805802,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",5.0,6.9,10,"Prince George's",0
2000,"MD Tract 033 8059.04",".",24033805904,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",15,29,16,"Prince George's",0
2000,"MD Tract 033 8059.06",".",24033805906,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",10,41,21,"Prince George's",0
2000,"MD Tract 033 8059.07",".",24033805907,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",10,41,21,"Prince George's",0
2000,"MD Tract 033 8059.08",".",24033805908,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.3,1.1,-27,"Prince George's",0
2000,"MD Tract 033 8059.09",".",24033805909,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.3,1.1,-27,"Prince George's",0
2000,"MD Tract 033 8060",".",24033806000,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",9.0,26,-8.9,"Prince George's",0
2000,"MD Tract 033 8061",".",24033806100,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",11,13,34,"Prince George's",0
2000,"MD Tract 033 8062",".",24033806200,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.2,5.9,-12,"Prince George's",0
2000,"MD Tract 033 8063",".",24033806300,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",8.2,7.6,-2.5,"Prince George's",0
2000,"MD Tract 033 8064",".",24033806400,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.7,25,-16,"Prince George's",0
2000,"MD Tract 033 8065.01",".",24033806501,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",35,64,-32,"Prince George's",0
2000,"MD Tract 033 8066.01",".",24033806601,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",15,38,18,"Prince George's",0
2000,"MD Tract 033 8066.02",".",24033806602,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",19,29,5.2,"Prince George's",0
2000,"MD Tract 033 8067.06",".",24033806706,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.4,18,20,"Prince George's",0
2000,"MD Tract 033 8067.08",".",24033806708,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-2.1,11,-27,"Prince George's",0
2000,"MD Tract 033 8067.10",".",24033806710,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",11,42,-3.7,"Prince George's",0
2000,"MD Tract 033 8067.11",".",24033806711,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",15,43,98,"Prince George's",0
2000,"MD Tract 033 8067.12",".",24033806712,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-0.4,-10,89,"Prince George's",0
2000,"MD Tract 033 8067.13",".",24033806713,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.0,66,49,"Prince George's",0
2000,"MD Tract 033 8067.14",".",24033806714,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.0,66,49,"Prince George's",0
2000,"MD Tract 033 8068",".",24033806800,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-0.5,3.9,9.0,"Prince George's",0
2000,"MD Tract 033 8069",".",24033806900,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.7,15,4.3,"Prince George's",0
2000,"MD Tract 033 8070",".",24033807000,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-5.8,-12,-12,"Prince George's",0
2000,"MD Tract 033 8071.02",".",24033807102,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-2.6,26,24,"Prince George's",0
2000,"MD Tract 033 8072",".",24033807200,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.4,-24,-59,"Prince George's",0
2000,"MD Tract 033 8073.01",".",24033807301,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",29,44,44,"Prince George's",0
2000,"MD Tract 033 8073.04",".",24033807304,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",-5.7,2.2,-15,"Prince George's",0
2000,"MD Tract 033 8073.05",".",24033807305,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",33,59,21,"Prince George's",0
2000,"MD Tract 033 8074.04",".",24033807404,"01JAN1990","31DEC2000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",17,19,11,"Prince George's",0
